               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.036109,            0.030083,            0.045562,             0.71011,              0.3184,              0.3309,             0.21642,            0.027986,            0.019206,            0.042795,            0.004687,            0.004687,            0.004687
                 163,            0.034006,            0.026987,            0.043757,             0.69653,             0.32659,             0.33319,             0.18896,            0.031287,            0.019177,             0.04243,            0.004654,            0.004654,            0.004654
                 164,            0.038128,            0.032994,            0.048283,             0.68609,             0.32884,             0.32988,             0.23403,            0.025583,            0.018621,            0.042291,            0.004621,            0.004621,            0.004621
                 165,            0.032254,            0.028435,            0.042037,             0.68879,             0.32681,             0.33188,             0.23249,            0.025359,            0.018578,            0.042184,            0.004588,            0.004588,            0.004588
                 166,            0.035669,             0.02408,            0.045787,             0.68639,              0.3378,             0.33291,             0.20165,            0.031953,            0.019435,            0.041988,            0.004555,            0.004555,            0.004555
                 167,            0.037905,            0.031479,            0.044935,              0.6932,             0.33357,             0.33274,             0.23586,            0.025954,             0.01884,            0.041951,            0.004522,            0.004522,            0.004522
                 168,             0.02998,            0.027394,            0.043857,             0.69507,             0.32275,             0.33164,             0.21937,            0.031443,            0.019509,             0.04175,            0.004489,            0.004489,            0.004489
                 169,            0.038046,            0.029448,            0.042645,              0.7026,             0.31779,             0.33548,             0.22962,            0.025891,            0.018446,             0.04171,            0.004456,            0.004456,            0.004456
                 170,            0.036261,            0.032192,            0.045684,             0.71719,             0.31315,             0.33832,             0.21783,            0.027947,            0.018731,            0.041695,            0.004423,            0.004423,            0.004423
                 171,            0.035014,            0.028713,            0.045907,             0.71036,             0.29726,              0.3388,             0.19651,            0.029674,            0.018936,            0.041507,             0.00439,             0.00439,             0.00439
                 172,             0.03614,            0.026777,            0.042972,             0.71706,             0.29651,              0.3485,             0.22439,            0.028252,            0.018866,            0.041457,            0.004357,            0.004357,            0.004357
                 173,            0.034609,            0.030891,             0.04572,             0.71758,              0.3012,             0.34919,             0.24933,            0.024815,            0.018401,            0.041365,            0.004324,            0.004324,            0.004324
                 174,            0.035127,            0.026882,            0.044259,             0.71729,             0.30809,             0.34837,             0.21517,            0.029786,            0.019093,              0.0411,            0.004291,            0.004291,            0.004291
                 175,            0.037235,            0.029601,            0.044963,             0.72276,             0.30341,             0.34615,             0.24062,            0.025536,            0.018495,            0.040994,            0.004258,            0.004258,            0.004258
                 176,            0.028965,            0.027618,            0.042228,             0.72077,             0.30662,              0.3518,             0.24299,            0.025684,            0.018541,            0.040654,            0.004225,            0.004225,            0.004225
                 177,             0.03076,            0.025985,            0.038435,             0.71814,              0.3108,             0.34831,             0.23021,            0.028684,            0.019037,            0.040561,            0.004192,            0.004192,            0.004192
                 178,            0.034022,            0.029345,            0.042723,             0.72984,             0.30993,             0.35052,             0.25176,            0.025463,            0.018507,            0.040492,            0.004159,            0.004159,            0.004159
                 179,            0.032214,             0.02948,            0.042976,             0.71708,             0.31828,             0.35092,             0.21773,            0.029767,            0.019192,            0.040345,            0.004126,            0.004126,            0.004126
                 180,            0.035243,            0.026935,            0.041291,             0.72304,             0.31885,             0.35509,             0.24989,            0.025084,            0.018492,            0.040279,            0.004093,            0.004093,            0.004093
                 181,            0.031521,            0.023085,            0.040942,             0.72247,             0.32236,             0.35481,             0.24681,             0.02545,            0.018618,            0.040165,             0.00406,             0.00406,             0.00406
                 182,            0.034296,            0.032667,            0.042931,             0.72161,             0.33969,             0.36409,             0.24613,            0.027871,            0.018939,            0.040087,            0.004027,            0.004027,            0.004027
                 183,            0.035138,            0.028398,            0.044847,             0.72106,             0.33372,             0.36619,             0.26619,            0.024589,            0.018326,            0.040086,            0.003994,            0.003994,            0.003994
                 184,              0.0315,             0.02674,            0.044078,              0.7173,             0.32045,             0.36221,             0.21952,            0.029521,            0.019123,            0.040053,            0.003961,            0.003961,            0.003961
                 185,            0.035807,            0.029544,            0.042405,             0.73468,             0.31352,             0.36769,             0.26481,            0.025184,            0.018555,             0.03992,            0.003928,            0.003928,            0.003928
                 186,            0.035913,             0.03164,            0.041443,             0.73652,             0.32202,             0.36816,             0.23427,            0.028579,            0.019023,            0.039831,            0.003895,            0.003895,            0.003895
                 187,            0.032413,            0.027603,            0.045688,             0.73693,             0.32544,             0.37658,             0.23477,            0.029181,            0.018832,            0.039445,            0.003862,            0.003862,            0.003862
                 188,            0.034292,            0.026868,            0.042944,             0.73455,             0.33009,             0.38107,              0.2693,            0.025416,            0.018399,            0.039366,            0.003829,            0.003829,            0.003829
                 189,            0.033162,            0.028847,            0.041662,             0.73682,              0.3344,              0.3841,             0.27216,            0.023957,            0.018123,            0.039239,            0.003796,            0.003796,            0.003796
                 190,            0.032783,            0.027081,            0.043605,             0.73736,              0.3351,             0.39046,             0.25211,            0.027628,            0.018732,            0.039095,            0.003763,            0.003763,            0.003763
                 191,            0.033495,            0.030669,            0.044485,             0.72781,             0.33755,             0.39294,             0.28425,            0.024312,            0.018207,            0.038988,             0.00373,             0.00373,             0.00373
                 192,            0.031594,            0.027681,            0.043111,             0.74296,             0.32547,             0.39819,             0.25659,            0.028326,            0.018642,            0.038763,            0.003697,            0.003697,            0.003697
                 193,            0.034604,            0.027919,            0.039385,              0.7378,             0.33588,             0.40135,             0.28889,            0.024589,            0.018037,             0.03872,            0.003664,            0.003664,            0.003664
                 194,            0.033335,            0.030815,            0.045091,             0.75594,             0.32357,             0.39715,             0.27535,            0.025828,            0.018299,            0.038631,            0.003631,            0.003631,            0.003631
                 195,            0.031359,            0.026796,            0.042067,             0.74067,             0.33809,              0.4036,             0.27042,            0.027475,            0.018482,            0.038443,            0.003598,            0.003598,            0.003598
                 196,            0.034387,            0.028208,             0.03958,             0.73353,             0.34233,             0.40409,             0.29309,            0.023826,             0.01778,            0.038345,            0.003565,            0.003565,            0.003565
                 197,            0.030823,            0.028981,            0.043758,             0.73846,             0.35149,             0.40531,              0.2927,            0.023782,            0.017773,             0.03823,            0.003532,            0.003532,            0.003532
                 198,            0.032659,            0.029018,            0.039405,             0.75181,             0.36336,             0.40759,             0.28232,            0.026876,            0.018292,            0.037996,            0.003499,            0.003499,            0.003499
                 199,            0.032452,            0.026794,            0.040301,             0.74601,             0.36696,             0.40831,             0.29633,            0.023306,            0.017703,            0.037922,            0.003466,            0.003466,            0.003466
                 200,            0.028793,            0.026992,            0.040898,             0.75831,             0.36788,             0.41829,             0.27664,             0.02929,            0.018835,            0.037741,            0.003433,            0.003433,            0.003433
                 201,            0.033647,            0.024763,            0.040597,             0.74751,             0.37459,             0.42128,              0.3037,            0.025003,            0.018041,            0.037644,              0.0034,              0.0034,              0.0034
                 202,            0.034124,            0.028096,            0.045378,             0.74541,             0.37299,             0.42086,             0.28957,            0.026769,            0.018146,            0.037507,            0.003367,            0.003367,            0.003367
                 203,            0.032019,            0.024072,            0.043305,             0.74554,             0.38443,             0.42649,             0.29919,            0.025925,            0.018049,            0.037291,            0.003334,            0.003334,            0.003334
                 204,            0.035161,            0.027806,            0.042307,             0.75803,              0.3778,              0.4221,             0.29589,            0.024388,             0.01761,            0.037214,            0.003301,            0.003301,            0.003301
                 205,            0.032278,            0.026643,            0.041771,             0.76919,             0.37179,             0.42491,             0.30215,            0.024524,            0.017561,            0.037095,            0.003268,            0.003268,            0.003268
                 206,            0.033185,            0.029068,            0.041375,             0.78192,             0.35628,             0.41908,             0.27529,            0.025822,            0.017805,             0.03696,            0.003235,            0.003235,            0.003235
                 207,            0.033096,            0.028622,            0.040441,               0.785,             0.36472,             0.42228,             0.30987,             0.02303,            0.017311,            0.036872,            0.003202,            0.003202,            0.003202
                 208,            0.028059,            0.024763,             0.03962,             0.77603,             0.36639,             0.42681,             0.30041,            0.027663,             0.01819,            0.036693,            0.003169,            0.003169,            0.003169
                 209,            0.033995,            0.029795,            0.039612,             0.78082,             0.36835,             0.42479,             0.30977,            0.023744,            0.017416,            0.036619,            0.003136,            0.003136,            0.003136
                 210,             0.03192,            0.028394,            0.039975,             0.79002,             0.35777,             0.42718,             0.31631,            0.023382,            0.017336,            0.036514,            0.003103,            0.003103,            0.003103
                 211,            0.030298,            0.028471,             0.04173,             0.78103,             0.35882,             0.42814,             0.27518,            0.026985,            0.017936,            0.036313,             0.00307,             0.00307,             0.00307
                 212,            0.032612,            0.027004,            0.036723,             0.78053,             0.36059,             0.43428,             0.32549,            0.023313,            0.017406,            0.036201,            0.003037,            0.003037,            0.003037
                 213,            0.031473,            0.024099,             0.03944,             0.78258,             0.36324,             0.43273,             0.30884,            0.023592,             0.01744,            0.036073,            0.003004,            0.003004,            0.003004
                 214,             0.03124,            0.024587,            0.038428,             0.77646,             0.36507,             0.44326,             0.30249,            0.026681,            0.018149,            0.035909,            0.002971,            0.002971,            0.002971
                 215,             0.03428,            0.029052,            0.040494,             0.77593,             0.36623,              0.4406,             0.32633,            0.022714,            0.017343,            0.035821,            0.002938,            0.002938,            0.002938
                 216,            0.029356,             0.03023,            0.039163,             0.78794,             0.36684,             0.44195,             0.30785,             0.02519,            0.017705,            0.035658,            0.002905,            0.002905,            0.002905
                 217,            0.030725,            0.023565,            0.038405,             0.77673,              0.3724,             0.44598,             0.33156,            0.022606,            0.017286,            0.035572,            0.002872,            0.002872,            0.002872
                 218,            0.028558,             0.02355,            0.039992,             0.78835,             0.36361,             0.44048,             0.31923,            0.023423,            0.017328,            0.035499,            0.002839,            0.002839,            0.002839
                 219,            0.029282,            0.026552,            0.038644,             0.78674,             0.35496,             0.44164,             0.32012,            0.023385,            0.017287,            0.035312,            0.002806,            0.002806,            0.002806
                 220,            0.030225,            0.026208,            0.039475,             0.79178,              0.3496,             0.44012,              0.3159,            0.023338,             0.01718,            0.035203,            0.002773,            0.002773,            0.002773
                 221,            0.029175,            0.026031,            0.039458,             0.78585,             0.35241,             0.43804,             0.32148,              0.0228,            0.017118,            0.035138,             0.00274,             0.00274,             0.00274
                 222,            0.030942,            0.027788,             0.03702,              0.7883,             0.35153,             0.44115,             0.31166,            0.024226,            0.017498,               0.035,            0.002707,            0.002707,            0.002707
                 223,             0.03283,            0.029629,            0.041011,             0.79434,             0.36178,             0.44139,             0.32347,            0.022948,            0.017173,            0.034894,            0.002674,            0.002674,            0.002674
                 224,            0.030366,            0.028907,            0.038692,             0.78381,             0.38107,             0.44731,             0.33206,            0.024154,            0.017584,            0.034693,            0.002641,            0.002641,            0.002641
                 225,            0.031478,            0.025849,            0.036674,             0.77787,             0.38908,             0.45024,             0.32733,            0.023301,            0.017376,            0.034593,            0.002608,            0.002608,            0.002608
                 226,            0.031921,            0.029427,            0.037721,              0.7826,             0.38654,             0.45163,              0.3386,            0.022931,            0.017229,            0.034484,            0.002575,            0.002575,            0.002575
                 227,            0.028921,             0.02464,            0.035725,             0.77487,             0.39197,             0.45111,             0.31247,            0.026076,            0.018149,            0.034327,            0.002542,            0.002542,            0.002542
                 228,            0.031456,            0.027913,             0.03609,             0.78018,              0.3898,             0.45163,             0.33824,            0.022521,            0.017347,            0.034252,            0.002509,            0.002509,            0.002509
                 229,            0.028648,            0.022102,            0.038162,             0.78075,              0.3882,             0.45457,             0.34229,            0.022049,            0.017096,            0.034155,            0.002476,            0.002476,            0.002476
                 230,            0.030631,            0.024795,            0.037031,             0.77565,               0.397,             0.46128,             0.32385,             0.02361,            0.017396,            0.033979,            0.002443,            0.002443,            0.002443
                 231,            0.029969,            0.027607,            0.038276,             0.77572,             0.39782,             0.46227,             0.34991,            0.022035,            0.017168,            0.033904,             0.00241,             0.00241,             0.00241
                 232,            0.028894,            0.026832,            0.037708,             0.76894,              0.4101,             0.46573,             0.35099,             0.02224,            0.017197,            0.033764,            0.002377,            0.002377,            0.002377
                 233,            0.030042,            0.027358,            0.036073,             0.77011,             0.40762,             0.46645,             0.34441,             0.02291,            0.017291,            0.033687,            0.002344,            0.002344,            0.002344
                 234,            0.027635,            0.023699,            0.036342,             0.76762,             0.40874,               0.471,             0.35986,            0.021643,            0.016935,            0.033623,            0.002311,            0.002311,            0.002311
                 235,            0.030934,            0.028129,            0.037255,             0.76618,             0.40934,             0.47701,             0.33871,            0.024891,            0.017614,            0.033461,            0.002278,            0.002278,            0.002278
                 236,            0.033689,            0.027609,            0.037135,             0.76986,             0.40709,             0.47217,             0.35824,             0.02181,            0.016872,            0.033397,            0.002245,            0.002245,            0.002245
                 237,            0.029033,            0.024956,            0.035134,              0.7707,             0.40668,             0.46797,             0.34964,            0.022124,            0.016977,            0.033333,            0.002212,            0.002212,            0.002212
                 238,            0.030755,            0.026376,            0.036564,             0.77411,             0.40963,             0.48333,             0.35251,            0.023763,            0.017375,            0.033228,            0.002179,            0.002179,            0.002179
                 239,            0.030405,            0.024394,            0.036728,             0.77836,             0.40975,              0.4789,             0.36486,            0.021478,            0.016871,            0.033156,            0.002146,            0.002146,            0.002146
                 240,            0.027837,            0.025069,            0.036725,             0.77141,             0.41016,             0.51016,             0.37809,            0.022852,            0.017104,             0.03308,            0.002113,            0.002113,            0.002113
                 241,            0.028775,            0.026048,            0.039173,             0.78448,             0.40722,             0.51034,               0.395,             0.02156,             0.01682,            0.033046,             0.00208,             0.00208,             0.00208
                 242,            0.027841,            0.023524,            0.038593,             0.77075,             0.41131,             0.47855,             0.36827,            0.021135,            0.016737,             0.03298,            0.002047,            0.002047,            0.002047
                 243,            0.028608,             0.02744,            0.037967,             0.78051,             0.40674,             0.47033,             0.34773,            0.022653,            0.016935,            0.032826,            0.002014,            0.002014,            0.002014
                 244,            0.031242,            0.028352,            0.035995,             0.78519,              0.4066,             0.47837,             0.36222,            0.022023,            0.016792,             0.03276,            0.001981,            0.001981,            0.001981
                 245,            0.028055,            0.025297,            0.036395,             0.78727,             0.39831,              0.4685,             0.34979,            0.022039,            0.016747,            0.032711,            0.001948,            0.001948,            0.001948
                 246,            0.028123,             0.02308,            0.038042,             0.79152,             0.39803,             0.47508,             0.34537,            0.022633,            0.016893,            0.032593,            0.001915,            0.001915,            0.001915
                 247,            0.027527,            0.025731,            0.036165,             0.79778,             0.39364,             0.46587,             0.35404,            0.021206,            0.016593,            0.032508,            0.001882,            0.001882,            0.001882
                 248,            0.025899,            0.024226,            0.035036,             0.79403,             0.39497,             0.46488,             0.34642,            0.021976,            0.016814,            0.032348,            0.001849,            0.001849,            0.001849
                 249,            0.029145,             0.02207,            0.038583,             0.79386,             0.39587,             0.46352,             0.34672,            0.022087,            0.016827,            0.032252,            0.001816,            0.001816,            0.001816
                 250,            0.030199,             0.02371,            0.034808,             0.78191,             0.40004,             0.46543,             0.34403,            0.021764,            0.016737,            0.032169,            0.001783,            0.001783,            0.001783
                 251,            0.027831,            0.023696,            0.037226,             0.79797,             0.39293,             0.46794,             0.34617,            0.022099,            0.016747,            0.032045,             0.00175,             0.00175,             0.00175
                 252,            0.029292,            0.031325,             0.03626,             0.78367,              0.4261,             0.47027,             0.35766,             0.02131,             0.01652,            0.032006,            0.001717,            0.001717,            0.001717
                 253,            0.027254,            0.027585,            0.036128,             0.78574,             0.42498,             0.46986,             0.36314,            0.020784,            0.016376,            0.031965,            0.001684,            0.001684,            0.001684
                 254,            0.026321,            0.025966,             0.03707,             0.78103,             0.42967,              0.4706,              0.3524,            0.022512,            0.016716,            0.031864,            0.001651,            0.001651,            0.001651
                 255,            0.031261,            0.029554,            0.038254,             0.78206,             0.42005,             0.47157,             0.36264,            0.020849,            0.016392,              0.0318,            0.001618,            0.001618,            0.001618
                 256,            0.029553,            0.027984,            0.036996,             0.77638,              0.4254,             0.47122,             0.35463,            0.021973,            0.016617,            0.031678,            0.001585,            0.001585,            0.001585
                 257,            0.027976,            0.025184,            0.036492,             0.77916,              0.4222,             0.47273,             0.36315,             0.02083,            0.016379,            0.031635,            0.001552,            0.001552,            0.001552
                 258,            0.029206,            0.024251,            0.035099,             0.77356,             0.42144,             0.47424,             0.36637,            0.020709,            0.016307,            0.031595,            0.001519,            0.001519,            0.001519
                 259,            0.026781,            0.024918,              0.0349,             0.79645,             0.41986,             0.47278,             0.34471,            0.022195,            0.016669,            0.031484,            0.001486,            0.001486,            0.001486
                 260,            0.029109,            0.023287,            0.033372,              0.7916,              0.4294,             0.47349,             0.36443,            0.020618,              0.0163,            0.031422,            0.001453,            0.001453,            0.001453
                 261,            0.028255,            0.023586,            0.034942,             0.78956,             0.42459,             0.47526,             0.36363,            0.020526,            0.016194,            0.031376,             0.00142,             0.00142,             0.00142
                 262,             0.02867,             0.02839,            0.035699,             0.80428,             0.41885,             0.47925,             0.35998,            0.021777,             0.01648,            0.031303,            0.001387,            0.001387,            0.001387
                 263,            0.028121,            0.026447,            0.037745,             0.80089,             0.42434,             0.48165,             0.37252,            0.020733,            0.016199,            0.031268,            0.001354,            0.001354,            0.001354
                 264,            0.029035,            0.027754,            0.037495,             0.80227,              0.4209,             0.48608,             0.37438,            0.020462,            0.016128,            0.031175,            0.001321,            0.001321,            0.001321
                 265,            0.029311,            0.028038,            0.036748,             0.80128,              0.4209,             0.48852,             0.37646,            0.020902,            0.016217,            0.031133,            0.001288,            0.001288,            0.001288
                 266,            0.029285,            0.027705,            0.036168,             0.81048,             0.41288,              0.4954,             0.38547,            0.020584,            0.016189,            0.031107,            0.001255,            0.001255,            0.001255
                 267,            0.027146,            0.021902,            0.036976,             0.80975,             0.42303,             0.50473,               0.381,            0.021073,            0.016316,            0.031003,            0.001222,            0.001222,            0.001222
                 268,            0.028517,            0.025151,            0.036185,             0.80663,              0.4304,             0.49654,             0.38436,            0.020202,            0.016086,             0.03094,            0.001189,            0.001189,            0.001189
                 269,             0.02622,            0.025669,            0.036128,              0.8047,             0.42763,             0.49825,             0.38851,            0.020249,            0.016094,            0.030902,            0.001156,            0.001156,            0.001156
                 270,            0.026522,            0.024742,            0.033566,              0.7989,             0.41672,             0.49721,             0.38409,            0.020444,            0.016147,            0.030864,            0.001123,            0.001123,            0.001123
                 271,            0.028375,            0.026469,            0.036286,             0.80877,             0.42288,             0.50023,             0.38098,            0.020568,            0.016143,            0.030833,             0.00109,             0.00109,             0.00109
                 272,             0.02858,            0.028682,            0.035399,             0.80729,             0.43526,             0.50403,             0.38571,            0.020755,            0.016235,            0.030783,            0.001057,            0.001057,            0.001057
                 273,            0.027339,            0.023551,            0.034564,             0.80978,             0.44067,             0.50322,             0.38967,            0.020344,            0.016165,            0.030746,            0.001024,            0.001024,            0.001024
                 274,            0.026421,            0.023791,            0.033954,             0.80657,             0.43594,             0.50279,             0.38853,            0.020126,            0.016144,            0.030695,            0.000991,            0.000991,            0.000991
                 275,            0.029067,            0.029086,            0.034134,             0.81041,             0.43809,             0.50572,             0.38975,             0.02047,             0.01623,            0.030648,            0.000958,            0.000958,            0.000958
                 276,             0.02639,            0.024948,            0.034215,             0.81017,              0.4426,             0.50995,               0.393,            0.020189,            0.016136,            0.030619,            0.000925,            0.000925,            0.000925
                 277,            0.026385,            0.024298,            0.035093,             0.81121,             0.44352,             0.50912,              0.3924,            0.020198,            0.016131,            0.030592,            0.000892,            0.000892,            0.000892
                 278,            0.025512,            0.020979,            0.034224,              0.8105,             0.44768,             0.51003,             0.39431,            0.020481,            0.016237,            0.030526,            0.000859,            0.000859,            0.000859
                 279,            0.028179,            0.028157,            0.036137,             0.81173,             0.45058,             0.51297,             0.39743,            0.020193,            0.016181,            0.030486,            0.000826,            0.000826,            0.000826
                 280,             0.02751,            0.024591,            0.035287,             0.81276,             0.44936,             0.51613,             0.39724,            0.020166,            0.016156,            0.030397,            0.000793,            0.000793,            0.000793
                 281,             0.02585,            0.025044,            0.034409,             0.81545,             0.44952,             0.51696,             0.39919,            0.020088,            0.016099,            0.030354,             0.00076,             0.00076,             0.00076
                 282,            0.024539,            0.019115,            0.033905,               0.818,             0.44943,             0.51609,             0.39832,             0.02001,            0.016052,             0.03033,            0.000727,            0.000727,            0.000727
                 283,            0.028715,            0.027933,            0.035821,             0.81883,             0.44696,             0.51959,             0.40534,            0.019875,            0.015979,            0.030282,            0.000694,            0.000694,            0.000694
                 284,            0.026019,            0.021713,            0.034591,             0.81711,             0.45213,             0.51764,             0.40491,            0.019901,            0.015966,            0.030248,            0.000661,            0.000661,            0.000661
                 285,            0.027133,            0.024912,            0.037208,              0.8172,             0.45122,             0.51725,             0.40481,            0.019918,            0.015945,            0.030204,            0.000628,            0.000628,            0.000628
                 286,            0.028827,            0.025857,            0.035323,             0.81939,             0.44134,             0.52077,             0.40416,            0.019945,            0.015927,            0.030131,            0.000595,            0.000595,            0.000595
                 287,            0.026702,             0.02548,            0.032074,             0.82118,             0.43742,             0.52234,             0.40864,             0.01988,            0.015898,            0.030105,            0.000562,            0.000562,            0.000562
                 288,            0.027142,            0.022424,            0.035053,             0.82143,              0.4329,             0.52556,             0.41189,            0.019731,            0.015857,             0.03006,            0.000529,            0.000529,            0.000529
                 289,            0.027393,            0.024482,            0.034209,             0.81929,             0.43286,             0.52525,             0.41182,            0.019785,            0.015871,            0.030039,            0.000496,            0.000496,            0.000496
                 290,            0.026642,             0.02336,            0.033959,             0.82851,             0.43429,              0.5229,             0.41045,            0.019847,            0.015903,            0.030032,            0.000463,            0.000463,            0.000463
                 291,            0.026345,            0.025656,            0.033633,             0.81748,             0.42917,              0.5252,             0.41201,            0.019779,            0.015905,            0.029998,             0.00043,             0.00043,             0.00043
                 292,             0.02807,            0.025525,            0.034713,             0.82878,             0.42856,             0.52552,              0.4112,            0.019661,            0.015875,            0.029976,            0.000397,            0.000397,            0.000397
                 293,            0.026047,            0.024215,            0.033331,             0.82783,             0.42875,              0.5237,             0.41029,            0.019621,            0.015863,            0.029967,            0.000364,            0.000364,            0.000364
                 294,            0.025498,            0.024963,            0.033916,             0.83306,             0.42714,             0.52548,             0.40973,             0.01962,            0.015854,            0.029957,            0.000331,            0.000331,            0.000331
                 295,            0.025722,            0.026105,            0.033838,             0.83699,             0.42873,              0.5271,             0.41153,            0.019611,            0.015856,            0.029947,            0.000298,            0.000298,            0.000298
                 296,            0.026484,            0.025614,            0.031901,             0.83987,             0.42794,             0.52639,             0.41223,             0.01956,            0.015809,            0.029945,            0.000265,            0.000265,            0.000265
                 297,            0.027902,            0.027095,            0.032789,             0.83977,             0.42692,             0.53024,             0.41623,            0.019545,            0.015788,            0.029932,            0.000232,            0.000232,            0.000232
                 298,            0.026973,            0.023412,            0.034283,             0.83756,             0.42611,             0.52969,             0.41592,            0.019554,             0.01579,             0.02993,            0.000199,            0.000199,            0.000199
                 299,            0.027889,            0.025264,            0.033812,             0.83813,             0.42496,             0.53176,             0.41769,            0.019546,             0.01578,            0.029879,            0.000166,            0.000166,            0.000166
